Date,Open,High,Low,Close,Adj Close,Volume
2020-07-15,39.389999,39.580002,38.959999,39.310001,34.861912,1779600
2020-07-16,39.250000,39.459999,38.730000,38.900002,34.498302,1389200
2020-07-17,38.709999,38.730000,38.340000,38.480000,34.125828,984900
2020-07-20,38.150002,38.400002,37.700001,37.779999,33.505032,1505700
2020-07-21,38.090000,38.939999,38.080002,38.680000,34.303200,1641500
2020-07-22,38.220001,38.220001,37.759998,37.889999,33.602589,1636700
2020-07-23,37.500000,37.959999,37.430000,37.889999,33.602589,1625300
2020-07-24,38.009998,38.360001,37.880001,38.250000,33.921856,2658800
2020-07-27,38.369999,38.540001,37.990002,38.490002,34.134701,3464300
2020-07-28,38.060001,38.259998,37.849998,38.000000,33.700142,1279200
2020-07-29,37.970001,38.389999,37.880001,38.330002,33.992802,2830300
2020-07-30,38.490002,38.590000,37.369999,38.299999,33.966198,2545000
2020-07-31,37.480000,37.689999,36.840000,37.660000,33.398617,3342600
2020-08-03,37.860001,38.480000,37.720001,38.470001,34.116959,2091100
2020-08-04,38.730000,39.360001,38.619999,39.349998,34.897381,1646400
2020-08-05,39.959999,40.419998,39.689999,39.770000,35.269863,2231200
2020-08-06,39.310001,39.549999,39.049999,39.310001,34.861912,903200
2020-08-07,38.549999,39.009998,38.520000,38.939999,34.533775,1115600
2020-08-10,39.180000,39.369999,38.950001,39.209999,34.773228,1611200
2020-08-11,40.650002,40.779999,39.630001,39.720001,35.225517,1810600
2020-08-12,40.919998,40.939999,40.310001,40.470001,35.890652,1338200
2020-08-13,40.310001,40.500000,39.720001,39.990002,35.464962,913800
2020-08-14,39.340000,39.820000,39.290001,39.490002,35.021542,1291400
2020-08-17,39.639999,39.740002,39.099998,39.259998,34.817562,1780200
2020-08-18,39.470001,39.610001,38.889999,38.959999,34.551514,2852500
2020-08-19,39.070000,39.430000,39.000000,39.090000,34.666801,4680000
2020-08-20,38.619999,38.980000,38.520000,38.779999,34.391884,3678900
2020-08-21,38.029999,38.439999,37.910000,38.340000,34.001667,2858800
2020-08-24,39.660000,39.779999,39.380001,39.669998,35.181168,2056900
2020-08-25,39.910000,39.950001,39.189999,39.430000,34.968327,1814600
2020-08-26,39.619999,39.730000,39.340000,39.439999,34.977200,2058900
2020-08-27,39.669998,39.669998,39.040001,39.410000,34.950596,3140700
2020-08-28,39.560001,39.980000,39.419998,39.959999,35.438354,1826800
2020-08-31,40.080002,40.080002,39.470001,39.570000,35.092484,2165100
2020-09-01,39.380001,39.669998,39.020000,39.240002,34.799831,5409600
2020-09-02,39.490002,39.610001,39.090000,39.209999,34.773228,3509400
2020-09-03,39.380001,39.849998,38.810001,39.029999,34.613590,3123300
2020-09-04,39.540001,39.599998,38.459999,39.130001,34.702274,3317300
2020-09-08,38.349998,38.509998,37.689999,38.009998,33.709007,3411700
2020-09-09,38.869999,39.220001,38.540001,38.570000,34.205643,2529300
2020-09-10,39.189999,39.320000,37.959999,37.970001,33.673538,3244200
2020-09-11,38.389999,38.590000,38.080002,38.490002,34.134701,3021100
2020-09-14,38.220001,38.259998,37.709999,37.939999,33.646927,3337500
2020-09-15,38.299999,38.500000,37.869999,37.889999,33.602589,2692500
2020-09-16,37.740002,38.330002,37.419998,37.980000,33.682400,1921400
2020-09-17,37.320000,37.580002,37.080002,37.480000,33.238987,4015400
2020-09-18,37.000000,37.099998,36.490002,36.619999,32.476295,5223500
2020-09-21,35.520000,35.590000,34.759998,35.209999,31.225842,2073400
2020-09-22,35.680000,35.900002,34.709999,34.779999,30.844498,2295500
2020-09-23,34.310001,34.330002,33.150002,33.160000,30.074518,2510700
2020-09-24,33.490002,33.810001,32.950001,33.369999,30.264975,2102500
2020-09-25,32.549999,32.740002,32.299999,32.700001,29.657320,2739500
2020-09-28,33.520000,33.860001,33.430000,33.790001,30.645897,3445400
2020-09-29,33.540001,33.639999,33.009998,33.330002,30.228703,5111600
2020-09-30,34.380001,34.919998,34.110001,34.299999,31.108442,5698500
2020-10-01,33.660000,33.730000,33.240002,33.580002,30.455439,4335700
2020-10-02,32.590000,33.570000,32.549999,33.330002,30.228703,3287800
2020-10-05,33.939999,34.380001,33.639999,34.360001,31.162859,2939100
2020-10-06,35.220001,35.330002,34.230000,34.270000,31.081234,2226600
2020-10-07,34.400002,34.619999,34.020000,34.570000,31.353321,1418600
2020-10-08,34.770000,35.099998,34.630001,34.930000,31.679819,2198900
2020-10-09,35.570000,35.599998,35.029999,35.250000,31.970045,10537600
2020-10-12,35.240002,35.240002,34.740002,34.939999,31.688889,1836100
2020-10-13,34.540001,34.570000,34.029999,34.189999,31.008677,2154400
2020-10-14,34.070000,34.340000,33.860001,33.889999,30.736593,1825900
2020-10-15,32.889999,33.349998,32.740002,33.290001,30.192423,3132800
2020-10-16,33.009998,33.380001,32.730000,33.000000,29.929405,2319800
2020-10-19,33.169998,33.520000,32.549999,32.639999,29.602900,2420100
2020-10-20,33.299999,33.549999,33.139999,33.279999,30.183348,2100500
2020-10-21,33.160000,33.279999,32.720001,32.720001,29.675457,2540000
2020-10-22,32.139999,32.910000,32.080002,32.820000,29.766153,3374000
2020-10-23,33.529999,33.540001,32.700001,32.869999,29.811501,2816700
2020-10-26,32.380001,32.480000,31.610001,31.910000,28.940828,4033500
2020-10-27,31.150000,31.180000,30.660000,30.700001,27.843418,4360200
2020-10-28,29.350000,29.719999,28.910000,29.160000,26.446712,4737700
2020-10-29,29.000000,29.760000,28.650000,29.750000,26.981812,3297000
2020-10-30,29.959999,30.350000,29.760000,30.330000,27.507845,3399500
2020-11-02,31.360001,31.900000,30.940001,31.750000,28.795715,3150500
2020-11-03,32.470001,32.590000,32.200001,32.369999,29.358027,3815300
2020-11-04,32.130001,32.830002,31.750000,32.340000,29.330818,3193500
2020-11-05,32.669998,32.820000,32.290001,32.439999,29.421513,2759100
2020-11-06,32.889999,33.110001,32.470001,32.470001,29.448723,1948000
2020-11-09,37.610001,38.029999,36.930000,37.430000,33.947205,5588100
2020-11-10,38.959999,39.160000,38.660000,39.070000,35.434601,4860600
2020-11-11,38.660000,38.750000,37.919998,38.099998,34.554855,2476900
2020-11-12,37.540001,38.410000,37.220001,37.419998,33.938126,2614400
2020-11-13,38.250000,38.889999,38.240002,38.799999,35.189724,1715100
2020-11-16,40.919998,41.119999,40.250000,40.709999,36.922009,2694700
2020-11-17,40.419998,41.389999,40.150002,41.369999,37.520588,3168400
2020-11-18,41.389999,41.580002,40.570000,40.610001,36.831303,2152700
2020-11-19,40.230000,41.209999,40.110001,41.209999,37.375473,2498400
2020-11-20,40.939999,41.389999,40.680000,41.320000,37.475246,2826400
2020-11-23,42.520000,43.450001,42.450001,43.380001,39.343563,2096100
2020-11-24,44.770000,45.669998,44.570000,45.509998,41.275368,3168700
2020-11-25,44.639999,45.080002,44.060001,44.750000,40.586090,2835400
2020-11-27,44.849998,45.290001,44.840000,45.139999,40.939800,1134600
2020-11-30,44.630001,44.779999,42.119999,42.139999,38.218945,3218300
2020-12-01,43.750000,43.970001,43.250000,43.430000,39.388912,2280700
2020-12-02,43.360001,44.389999,43.299999,43.820000,39.742622,2637800
2020-12-03,44.029999,44.459999,43.700001,43.849998,39.769829,2492200
2020-12-04,45.410000,45.849998,45.279999,45.849998,41.583736,2110700
2020-12-07,45.070000,45.230000,44.360001,44.459999,40.323074,2372700
2020-12-08,44.439999,45.029999,44.419998,44.619999,40.468182,2726300
2020-12-09,45.240002,45.529999,44.500000,44.720001,40.558880,2912100
2020-12-10,44.570000,46.040001,44.549999,45.650002,41.402344,2190000
2020-12-11,45.410000,45.450001,44.700001,45.169998,40.967007,1742900
2020-12-14,44.970001,45.139999,44.080002,44.119999,40.014706,1713000
2020-12-15,44.419998,44.939999,44.009998,44.900002,40.722134,1704000
2020-12-16,44.349998,44.490002,44.020000,44.160000,40.050983,4060400
2020-12-17,44.380001,44.549999,43.980000,44.230000,40.114475,3572800
2020-12-18,44.090000,44.270000,43.490002,43.570000,39.515884,1286400
2020-12-21,42.029999,42.740002,41.830002,42.540001,38.581726,2318800
2020-12-22,42.500000,42.680000,42.009998,42.189999,38.264294,2142200
2020-12-23,43.160000,43.830002,43.110001,43.459999,39.416119,2632700
2020-12-24,43.250000,43.639999,43.060001,43.459999,39.416119,734200
2020-12-28,43.700001,44.020000,43.070000,43.220001,39.198456,1822200
2020-12-29,43.919998,43.919998,43.189999,43.320000,39.289146,1786800
2020-12-30,42.849998,43.119999,42.540001,42.669998,39.428585,1506700
